1000,6.31078
2000,3.91265
4000,2.41943
8000,2.60978
16000,2.23751
32000,1.73656
64000,1.99919
128000,2.11927
256000,2.12456
512000,1.96941
1024000,2.84349
2048000,3.41931
4096000,4.0943
8192000,4.30964
