1000,1.87718
2000,2.53476
4000,3.19354
8000,4.74438
16000,6.03189
32000,3.99546
64000,2.92713
128000,3.0786
256000,2.72778
512000,3.15339
1024000,3.65843
2048000,6.82715
4096000,6.38199
8192000,6.88093
