1,128,29.1449,12.9233
1,256,28.916,12.736
1,512,28.8015,12.6851
1,1024,28.7436,12.8392
1,2048,28.756,12.6134
1,3072,28.6687,13.3561
1,4096,28.8379,12.8488
1,8192,16.872,12.6258
1,16384,4.86599,12.7521
2,128,29.1449,25.0773
2,256,28.9161,25.0325
2,512,28.8018,25.0616
2,1024,28.7451,24.9885
2,2048,28.7419,25.0137
2,3072,28.6976,25.8978
2,4096,28.7219,24.9436
2,8192,25.4096,24.9965
2,16384,7.40671,24.9324
4,128,29.1448,50.0582
4,256,28.9161,49.9097
4,512,28.8018,49.5783
4,1024,28.7447,50.0304
4,2048,28.7119,49.9705
4,3072,28.7037,51.6954
4,4096,28.6881,49.9164
4,8192,30.0125,49.8662
4,16384,13.4067,49.9228
6,128,29.1449,74.5449
6,256,28.9161,47.6284
6,512,28.8018,74.584
6,1024,28.7447,74.5859
6,2048,28.7168,70.482
6,3072,28.7081,74.9427
6,4096,28.7375,73.2048
6,8192,28.6674,74.6779
6,16384,19.2174,74.5962
8,128,29.1449,90.7483
8,256,28.9161,89.7185
8,512,28.8018,99.5628
8,1024,28.7447,99.3204
8,2048,28.7157,72.4562
8,3072,28.6982,100.123
8,4096,28.7355,95.002
8,8192,28.6546,98.4941
8,16384,24.3221,98.0988
