1,128,29.1449,12.4968
1,256,28.916,12.5152
1,512,28.8015,12.6657
1,1024,28.7436,12.6403
1,2048,28.756,12.514
1,3072,28.6687,13.0541
1,4096,28.8379,12.5102
1,8192,16.872,12.5957
1,16384,4.86599,12.6689
2,128,29.1449,25.0811
2,256,28.9161,25.0358
2,512,28.8018,24.9722
2,1024,28.7451,24.7513
2,2048,28.7419,24.8497
2,3072,28.6976,25.7213
2,4096,28.7219,25.0195
2,8192,25.4096,24.9767
2,16384,7.40671,24.936
4,128,29.1448,49.9893
4,256,28.9161,49.9617
4,512,28.8018,49.9908
4,1024,28.7447,49.9353
4,2048,28.7119,49.9417
4,3072,28.7037,51.6736
4,4096,28.6881,49.7139
4,8192,30.0125,49.636
4,16384,13.4067,49.8753
6,128,29.1449,74.6971
6,256,28.9161,65.3777
6,512,28.8018,40.2129
6,1024,28.7447,40.6169
6,2048,28.7168,63.7961
6,3072,28.7081,76.6601
6,4096,28.7375,74.4067
6,8192,28.6674,73.9759
6,16384,19.2174,74.6389
8,128,29.1449,63.316
8,256,28.9161,63.4863
8,512,28.8018,35.0571
8,1024,28.7447,54.037
8,2048,28.7157,53.61
8,3072,28.6982,103.245
8,4096,28.7355,97.7571
8,8192,28.6546,98.1262
8,16384,24.3221,97.9402
