1,32000,0.190062,9.31199
1,64000,0.190969,9.20454
1,128000,0.189531,9.31259
1,256000,0.189625,17.2162
1,512000,0.190039,9.27225
1,1024000,0.190025,17.4762
1,2048000,0.190547,17.4976
1,3072000,0.190205,17.359
1,4096000,0.190373,17.4208
2,32000,0.187813,26.4519
2,64000,0.188641,26.2735
2,128000,0.190523,18.3625
2,256000,0.189141,18.3641
2,512000,0.189818,18.3725
2,1024000,0.190059,20.1018
2,2048000,0.190084,34.0414
2,3072000,0.190069,34.0519
2,4096000,0.19027,33.9883
4,32000,0.192031,67.332
4,64000,0.192109,66.8047
4,128000,0.190359,66.7794
4,256000,0.189699,67.4858
4,512000,0.190338,67.5623
4,1024000,0.190841,67.4083
4,2048000,0.190575,67.7405
4,3072000,0.190293,67.7765
4,4096000,0.190142,67.2046
6,32000,0.191781,100.029
6,64000,0.191125,101.19
6,128000,0.191609,100.425
6,256000,0.191289,101.192
6,512000,0.190207,100.954
6,1024000,0.190359,101.212
6,2048000,0.190297,100.563
6,3072000,0.190206,101.572
6,4096000,0.19035,101.33
8,32000,0.192687,132.436
8,64000,0.192797,132.714
8,128000,0.191617,133.83
8,256000,0.190816,133.169
8,512000,0.190738,135.088
8,1024000,0.190543,116.783
8,2048000,0.190034,109.417
8,3072000,0.1903,73.9913
8,4096000,0.190366,135.549
